"","id_str","text","created_at","retweet_count","in_reply_to_user_id_str","favorite_count","is_retweet","device"
"238","674919175681400832","I will be interviewed on @foxandfriends this morning at 7:30. So much to talk about!",2015-12-10 06:50:45,853,NA,3172,FALSE,"Android"
"240","674812864834772993",".@Megynkelly spent a big part of her show talking about other shows spending so much time on me. Really weird, she's being driven crazy!",2015-12-09 23:48:19,1641,NA,4614,FALSE,"Android"
"241","674806914904137729","Weak and totally conflicted people like @TheRickWilson shouldn't be allowed on television unless given an I.Q. test. Dumb as a rock!  @CNN",2015-12-09 23:24:40,1654,NA,4137,FALSE,"Android"
"242","674804715591483393","Great interview tonight @donlemon - very professionally done. @CNN",2015-12-09 23:15:56,887,NA,3034,FALSE,"Android"
"243","674789817826324480","Thank you @oreillyfactor for your wonderful editorial as to why I should have been @TIME Magazine's Person of the Year. You should run Time!",2015-12-09 22:16:44,1362,NA,4243,FALSE,"Android"
"244","674787737979985920","Great leaders listen to and support law enforcement officials. Police discuss no-go areas: https://t.co/hEM6UGuiTs https://t.co/VmkTnHcwto",2015-12-09 22:08:28,3026,NA,6098,FALSE,"iPhone"
"247","674772697113567233",".@donlemon on @CNN at 10:00 P.M.",2015-12-09 21:08:42,688,NA,1866,FALSE,"Android"
"248","674737483452686336","Thank you for all of your support, South Carolina! #Trump2016 https://t.co/JWFE5tDg50",2015-12-09 18:48:46,2391,NA,6434,FALSE,"iPhone"
"249","674737158108946432","I am interviewed on the  @oreillyfactor tonight at 8:00. Then at 10:00, I am interviewed by @donlemon on @CNN. Enjoy!",2015-12-09 18:47:29,1237,NA,3895,FALSE,"Android"
"250","674587800835092480","I told you @TIME Magazine would never pick me as person of the year despite being the big favorite They picked person who is ruining Germany",2015-12-09 08:53:59,5118,NA,8499,FALSE,"Android"
"251","674578580681134080","Hillary Clinton does not have the STRENGTH or STAMINA to be President. We need strong and super smart for our next leader - or trouble!",2015-12-09 08:17:21,3849,NA,9326,FALSE,"Android"
"253","674560648790089728","The failing @nytimes does not mention the new @CNN Poll that has me leading Iowa by a massive 13 points - I am at 33%. Maggie Haberman, sad!",2015-12-09 07:06:06,1638,NA,4208,FALSE,"Android"
"255","674442309874921472","Wow, what a day. So many foolish people that refuse to acknowledge the tremendous  danger and uncertainty of certain people coming into U.S.",2015-12-08 23:15:51,6079,NA,13531,FALSE,"Android"
"257","674382044097449985","Despite my great respect for King Abdullah II, I will not be visiting Jordan at this time. This is in response to the false @AP report.",2015-12-08 19:16:23,1940,NA,4408,FALSE,"iPhone"
"259","674370442908577796","Great new poll from NH. Thank you! We need to keep this country safe! #Trump2016 https://t.co/r5K58xu8Mp https://t.co/EAqHZ5ttmp",2015-12-08 18:30:17,2769,NA,6528,FALSE,"iPhone"
"260","674366424467533825","Will be on @ABC News tonight at 6:30. Interviewed by the legendary @BarbaraJWalters! Enjoy",2015-12-08 18:14:19,1152,NA,4155,FALSE,"Android"
"262","674234492287123456","I wish the @WSJ Wall Street Journal had reported the just out @CNN Iowa Poll correctly. I lead by a wide margin,13 points, going up big!",2015-12-08 09:30:04,1535,NA,3932,FALSE,"Android"
"263","674233304682483712","Just won IOWA @CNN Poll BIG: Trump 33% Cruz 20% Rubio 11%,  but @WSJ reported ""Cruz momentum"" but nothing about the fact that I easily won!",2015-12-08 09:25:21,2232,NA,5601,FALSE,"Android"
"264","674085654549131264","Thank you for the support, South Carolina! #USSYorktown 
#MakeAmericaGreatAgain #Trump2016 https://t.co/n0Ph35qsKV",2015-12-07 23:38:38,1710,NA,4941,FALSE,"iPhone"
"265","674066628754210816","Great video of tonights crowd reacting to my latest proposal in SC. #Trump2016 https://t.co/CBxrWeRZhP https://t.co/Ko0rypNsx8",2015-12-07 22:23:02,1800,NA,4520,FALSE,"iPhone"
"266","674066482322649089","Just released @CNN Poll gives me a big 13 point lead in Iowa. Change your false story failing @nytimes. Thank you Iowa!",2015-12-07 22:22:27,1401,NA,3773,FALSE,"Android"
"269","673993417429524480","Statement on Preventing Muslim Immigration: https://t.co/HCWU16z6SR https://t.co/d1dhaIs0S7",2015-12-07 17:32:07,4716,NA,7593,FALSE,"iPhone"
"270","673982228163072000","Just put out a very important policy statement on the extraordinary influx of hatred &amp; danger coming into our country. We must be vigilant!",2015-12-07 16:47:39,2477,NA,5767,FALSE,"iPhone"
"271","673981206267039744","Thank you Iowa! #Trump2016
#MakeAmericaGreatAgain #FITN https://t.co/uymSlYv7Jq",2015-12-07 16:43:36,1846,NA,4019,FALSE,"iPhone"
"272","673980905506127872","I am especially grateful for the tremendous support I have received from the Evangelicals in the just out Iowa CNN poll. Thank you!",2015-12-07 16:42:24,1243,NA,3970,FALSE,"iPhone"
"273","673980823993978880","I am greatly honored by the results of the CNN poll in Iowa. In the end, I believe the final results will be even better than that!",2015-12-07 16:42:05,1059,NA,3467,FALSE,"iPhone"
"274","673917316837543936","Today we honor the fallen at #PearlHarbor, 74 years ago today. If you see a vet today, thank them! 
#RememberOurVets https://t.co/HVrucgzWfs",2015-12-07 12:29:43,4037,NA,7874,FALSE,"iPhone"
"275","673885376742825984","If @amazon ever had to pay fair taxes, its stock would crash and it would crumble like a paper bag. The @washingtonpost scam is saving it!",2015-12-07 10:22:48,1729,NA,3136,FALSE,"Android"
"276","673884271954776064","The @washingtonpost loses   money (a deduction) and gives owner @JeffBezos power to screw public on low taxation of @Amazon! Big tax shelter",2015-12-07 10:18:25,1566,NA,2596,FALSE,"Android"
"277","673881733415178240","The @washingtonpost, which loses a fortune, is owned by  @JeffBezos for purposes of keeping taxes down at his no profit company, @amazon.",2015-12-07 10:08:20,1233,NA,2374,FALSE,"Android"
"280","673741357190615040","Obama said in his speech that Muslims are our sports heroes. What sport is he talking about, and who? Is Obama profiling?",2015-12-07 00:50:31,9600,NA,10942,FALSE,"Android"
"282","673679711437004805","Well, Obama refused to say (he just can't say it), that we are at WAR with RADICAL ISLAMIC TERRORISTS.",2015-12-06 20:45:34,6849,NA,13899,FALSE,"Android"
"283","673675346030542848","Should have gone after the oil years ago (like I have been saying).",2015-12-06 20:28:13,2431,NA,7797,FALSE,"Android"
"285","673672413863927808","Is that all there is? We need a new President - FAST!",2015-12-06 20:16:34,8983,NA,18522,FALSE,"Android"
"286","673668717440536577","Hope he won't spend too much time ripping apart the 2nd. Amendment!",2015-12-06 20:01:53,2814,NA,7532,FALSE,"Android"
"287","673667868261752833","The podium in the Oval Office looks odd! Not good, but the words will be the key.",2015-12-06 19:58:30,1022,NA,3326,FALSE,"Android"
"290","673660010409369602","BIG NIGHT ON TWITTER TONIGHT. I WILL BE LIVE TWEETING PRESIDENT OBAMA'S SPEECH AT 7:50 P.M. ( EASTERN). MUST TALK RADICAL ISLAMIC TERRORISM!",2015-12-06 19:27:17,1813,NA,4796,FALSE,"Android"
"291","673655438060204032","Gee, @meetthepress with @chucktodd was getting terrible ratings then, with me,  he set records - I saved his job, but Chuck still not nice!",2015-12-06 19:09:07,950,NA,2835,FALSE,"Android"
"294","673618735228391424","Order my book CRIPPLED AMERICA for your holiday gifts. I will be signing books for the next two weeks! https://t.co/jg50w3rcnn",2015-12-06 16:43:16,652,NA,1747,FALSE,"iPhone"
"295","673606013984075777","Thank you America! Together, we will all #MakeAmericaGreatAgain! #Trump2016 https://t.co/DQiox2k2DV",2015-12-06 15:52:43,2699,NA,4938,FALSE,"iPhone"
"296","673587704572092417","Wow, @GeorgeWill said some very nice things about me today on @FoxNewsSunday with Chris Wallace. I am making progress, thanks George!",2015-12-06 14:39:58,998,NA,3060,FALSE,"Android"
"298","673562181955358721",".@BrookslawBrooks  Thank you so much for your nice words. I will make you look very smart!",2015-12-06 12:58:33,487,NA,1504,FALSE,"Android"
"299","673540044188200960","So, how did I do on Face The Nation?",2015-12-06 11:30:34,705,NA,3573,FALSE,"Android"
"300","673525396063854592","Watch Face The Nation - will be on now!",2015-12-06 10:32:22,607,NA,2118,FALSE,"Android"
"302","673512038522626048","I will be interviewed on Face The Nation @CBSNews at 10:30 A.M. Should be interesting - ENJOY!",2015-12-06 09:39:17,656,NA,1847,FALSE,"Android"
"303","673510411682099201","Was going to do a phoner this morning with @jaketapper on @CNN but they could not get their phone equipment to hook in. Will do next week.",2015-12-06 09:32:50,580,NA,1660,FALSE,"Android"
"304","673301477901910020","Wonder if Obama will ever say RADICAL ISLAMIC TERRORIST?",2015-12-05 19:42:36,4967,NA,10387,FALSE,"Android"
"312","672958422443286528","A great night in Raleigh, North Carolina! THANK YOU! #Trump2016 https://t.co/oouSXAe267",2015-12-04 20:59:25,1928,NA,4952,FALSE,"iPhone"
"313","672936765611778048","Great Live Signing last nite! Over 25k views. I am signing books for next two weeks. Order yours for holiday gifts. https://t.co/jg50w3rcnn",2015-12-04 19:33:22,668,NA,1964,FALSE,"iPhone"
"315","672913540525785092","Congratulations, Chuck. Must be wonderful to have Donald Trump as your guest --- #BeCool! #Trump2016
https://t.co/9BxQGTb5m2",2015-12-04 18:01:04,661,NA,1803,FALSE,"iPhone"
"316","672912359829200897","A total refutation of the disgraceful David Brooks column in the failing @NYTimes by the @WashingtonPost: 
https://t.co/WbToL9lqD3",2015-12-04 17:56:23,852,NA,1701,FALSE,"iPhone"
"317","672893989150982144","https://t.co/ZbyQQkfwAh 
#MakeAmericaGreatAgain #Trump2016 https://t.co/y2XPvEoy7B",2015-12-04 16:43:23,1558,NA,3495,FALSE,"iPhone"
"319","672787852246319104",".@CNN &amp; @CNNPolitics Please thank Alisyn Camerota, David Chalian and John King for the very professional reporting of the new CNN Poll.",2015-12-04 09:41:38,952,NA,2625,FALSE,"Android"
"320","672768400914055168",".@CNN Poll just came out, amazing numbers for those who want to MAKE AMERICA GREAT AGAIN! TRUMP 36%, a 20 point lead over 2nd place. Thanks.",2015-12-04 08:24:20,2270,NA,4966,FALSE,"Android"
"322","672509978696134656","Thank you!! #Trump2016 
https://t.co/EjZTiQyQCW",2015-12-03 15:17:28,696,NA,1639,FALSE,"iPhone"
"323","672505918941241345","Thank you, New Hampshire! Great people -- see you next week! https://t.co/R83Xq8kXp5",2015-12-03 15:01:20,656,NA,1836,FALSE,"iPhone"
"325","672504459239538688","Great to see the construction of the Old Post Office on Penn Ave. Going fast - under budget, ahead of schedule!",2015-12-03 14:55:32,810,NA,2582,FALSE,"iPhone"
"326","672498342656634880","It was recently reported that 3rd rate $ losing @Politico is a foil for the Clintons. Questions given to Clinton in advance. No credibility.",2015-12-03 14:31:13,1076,NA,2394,FALSE,"iPhone"
"327","672497550113570816","Thank you so much for the wonderful article, Robert Davi. https://t.co/vwht7S0QC3",2015-12-03 14:28:05,1026,NA,2261,FALSE,"iPhone"
"328","672492218003902465","Thank you! Vote in 2016! #MakeAmericaGreatAgain https://t.co/XFD3h2N50J",2015-12-03 14:06:53,1236,NA,2697,FALSE,"iPhone"
"330","672488758143549440","CRIPPLED AMERICA is the perfect gift for friends &amp; family. Order signed copy &amp; join me at 7:30pm, live streaming! https://t.co/TICkBt5xnH",2015-12-03 13:53:08,517,NA,1325,FALSE,"iPhone"
"331","672457707912302594","Why can't @Politico get better reporters than Ben Schreckenger? Guy is a major lightweight with no credibility. So dishonest!",2015-12-03 11:49:45,865,NA,2296,FALSE,"iPhone"
"332","672457332228530176","Loved being in Manassas, VA last night. Such incredible spirit! Now in DC for a speech, will then visit Old Post Office under construction.",2015-12-03 11:48:16,844,NA,2681,FALSE,"iPhone"
"333","672401996826206208","As a presidential candidate, I have instructed my long-time doctor to issue, within two weeks, a full medical report-it will show perfection",2015-12-03 08:08:23,3330,NA,6244,FALSE,"Android"
"334","672389616998227968","I consider my health, stamina and strength one of my greatest assets.The world has watched me for many years and can so testify-great genes!",2015-12-03 07:19:11,1845,NA,4584,FALSE,"Android"
"335","672382998499753985","Congratulations on the GREAT job done by POLICE and law enforcement on the California shootings. Give credit where credit is due.",2015-12-03 06:52:53,3040,NA,7863,FALSE,"Android"
"336","672203184069300224","Heading to Manassas, Virginia, for a rally. Will have a moment of silence for the victims of the California shootings. So sad!",2015-12-02 18:58:22,1827,NA,5899,FALSE,"Android"
"337","672201832761040896","#TeamTrump. Police and law enforcement seem to have killed one of the California shooters and are in a shootout with the others. Go police",2015-12-02 18:53:00,2666,NA,8269,FALSE,"Android"
"338","672152791717158917","California shooting looks very bad. Good luck to law enforcement and God bless. This is when our police are so appreciated!",2015-12-02 15:38:08,5049,NA,11941,FALSE,"Android"
"339","672149956208271360","Thank you CBS &amp; Breitbart-total vindication! Will the mainstream media apologize? Many, many witnesses. 
#Trump2016 https://t.co/AsxnfFWipJ",2015-12-02 15:26:52,2011,NA,3699,FALSE,"iPhone"
"340","672148069027328001","I beat Hillary in the new @FoxNews Poll head to head.  SHE HAS NO STRENGTH OR STAMINA, both of which are needed to MAKE AMERICA GREAT AGAIN!",2015-12-02 15:19:22,2315,NA,5472,FALSE,"Android"
"342","672062958613172224","Illegal immigrant children, non-Mexicans surge across border at record rate https://t.co/V6TP55dRAC",2015-12-02 09:41:10,1616,NA,2322,FALSE,"iPhone"
"345","671807635759345665","Just arrived in New Hampshire. Another packed venue! Will be fun.",2015-12-01 16:46:36,874,NA,3063,FALSE,"Android"
"346","671792709292720129","You would think a paper like the Washington Post would be fair and objective. For the record, almost all polls showed I won all debates.",2015-12-01 15:47:17,1108,NA,3552,FALSE,"iPhone"
"348","671716793195634688","Curtis Sliwa - doing tv commentary on 9/13/2001. Good job Curtis. Please send your apologies to @realDonaldTrump. https://t.co/g07VZmNmAW",2015-12-01 10:45:38,1601,NA,2818,FALSE,"iPhone"
"349","671710514007904256","Look at the editorial I was just sent from the NY Post on 9/14/01 - 3 days after collapse of WTC. Any apologies? https://t.co/b6DKEOk8Px",2015-12-01 10:20:40,3985,NA,6863,FALSE,"iPhone"
"350","671538047763238912","A great night in Macon, Georgia! Thank you for all of the support. Together, we will #MakeAmericaGreatAgain! https://t.co/NnyonhWcye",2015-11-30 22:55:21,2105,NA,4859,FALSE,"iPhone"
"351","671437896088440832","Meeting with African American Pastors at Trump Tower was amazing. Wonderful news conference followed. Now off to Georgia for big speech!",2015-11-30 16:17:23,1769,NA,4704,FALSE,"Android"
"353","671330229596659712","How is Chris Christie running the state of NJ, which is deeply troubled, when he is spending all of his time in NH? New Jerseyans not happy!",2015-11-30 09:09:34,3298,NA,4655,FALSE,"iPhone"
"355","671308887178551296","When will @CNN get some real political talent rather than political commentators like Errol Louis, who doesn't have a clue! Others bad also.",2015-11-30 07:44:45,1138,NA,3258,FALSE,"Android"
"356","671137901959356417","Great job @MariaTCardona on @ThisWeekABC. You made kooky Cokie Roberts and @BillKristol look even dumber than they are. You will be right!",2015-11-29 20:25:19,680,NA,1791,FALSE,"Android"
"357","671081632422567936","After my meeting with the pastors, it's off to Georgia for a big rally - many thousands of great people will be there, a beautiful movement!",2015-11-29 16:41:43,1382,NA,3525,FALSE,"Android"
